policy_id,premium,claim_amount,fraud_flag,region,insurance_type,anomaly_score,predicted_fraud
sdv-id-qUNlts,16606.53,6999.48,1,Balochistan,auto,0.19299557612233342,0
sdv-id-DjGHaQ,13042.35,21012.46,1,GB,auto,0.13711559514239652,0
sdv-id-ClCMgn,29675.22,9929.94,0,KPK,auto,0.14753505444178472,0
sdv-id-IGhdke,33744.24,4230.37,1,Balochistan,auto,0.14114078817802567,0
sdv-id-pKjbbF,24337.84,14928.21,1,GB,auto,0.15667179221854705,0
sdv-id-LwFLnB,27447.11,12011.52,0,AJK,auto,0.14498241299318682,0
sdv-id-KxDczs,12593.37,12190.97,1,AJK,auto,0.16635509312933489,0
sdv-id-ltwPvD,46722.29,14295.6,0,Balochistan,auto,0.05830928132635549,0
sdv-id-uGVGvc,13882.14,1793.9,0,GB,auto,0.14661024316932864,0
sdv-id-cEZwZF,10441.99,34039.8,0,KPK,auto,0.008389397297482226,0
sdv-id-PopmgQ,18086.23,4395.71,0,GB,auto,0.193466001059102,0
sdv-id-MRJPLG,19925.71,15144.78,0,Balochistan,auto,0.17279758527690653,0
sdv-id-UWzljT,10676.04,11243.19,0,KPK,auto,0.16368229326985773,0
sdv-id-iIexyS,15466.94,11862.03,0,Punjab,auto,0.17649553998988937,0
sdv-id-mScShT,16679.39,4712.0,0,GB,auto,0.18755878487122657,0
sdv-id-DhZoQA,16962.63,370.52,0,KPK,auto,0.08170910533332765,0
sdv-id-cRClHW,19237.47,11949.1,0,Punjab,auto,0.181495807728017,0
sdv-id-byfUUq,29967.96,18557.18,0,Balochistan,auto,0.12018045057639987,0
sdv-id-TOMdsI,18809.41,11091.11,0,Balochistan,auto,0.18094515856039534,0
sdv-id-zWuvrc,18357.42,5357.05,0,AJK,auto,0.1922929953133657,0
sdv-id-GIWfpF,16111.14,8584.17,0,KPK,auto,0.17544833703391466,0
sdv-id-BwkRxS,6558.35,5646.76,0,KPK,auto,0.11542623447028505,0
sdv-id-NJEoBK,34476.7,11498.81,0,AJK,auto,0.12197401495880389,0
sdv-id-pKEcIJ,32235.19,3832.35,0,KPK,auto,0.1523443392830237,0
sdv-id-uSscab,25836.54,7447.22,1,Punjab,auto,0.1723228245858205,0
sdv-id-OqhhAJ,11786.81,20150.64,0,AJK,auto,0.13415574302304983,0
sdv-id-SRrQxb,29988.37,29703.39,0,Sindh,auto,0.04740750191965215,0
sdv-id-iZLCkA,38613.29,4099.47,0,AJK,auto,0.11733358943801664,0
sdv-id-HHJZAe,4473.62,7851.77,1,GB,auto,0.06062463546261998,0
sdv-id-yPAWJD,25438.27,3684.45,1,AJK,auto,0.17894711352761394,0
sdv-id-hLnZaD,57569.69,4837.49,0,Punjab,auto,0.025807593790810213,0
sdv-id-ywZEVa,12030.4,8476.9,0,KPK,auto,0.17502011898416198,0
sdv-id-wOyTTt,15418.44,5188.01,0,Punjab,auto,0.18645695927069167,0
sdv-id-iYPfRS,34404.66,6363.89,1,Balochistan,auto,0.1404375857787339,0
sdv-id-WJXXgv,19200.33,4109.82,0,GB,auto,0.19672062650945993,0
sdv-id-dkTQlh,8509.6,2330.13,0,KPK,auto,0.11213007112812368,0
sdv-id-DUtWBO,18894.89,3179.77,0,GB,auto,0.18495477601871196,0
sdv-id-iMFrlp,11406.7,25481.14,1,Sindh,auto,0.07745944571945551,0
sdv-id-hqjSGh,19008.92,7061.0,0,GB,auto,0.1984895345536784,0
sdv-id-zOgIVr,26002.52,5216.96,1,Balochistan,auto,0.1718649422079812,0
sdv-id-Pdeorx,35321.19,16760.85,0,GB,auto,0.10829219237657312,0
sdv-id-PFKdls,45115.4,4164.18,0,Balochistan,auto,0.09286058632368116,0
sdv-id-RIkRfh,11701.22,4966.55,1,AJK,auto,0.1729341367274686,0
sdv-id-TagWen,13456.67,656.04,0,Punjab,auto,0.09187919172228476,0
sdv-id-TphIEs,23107.37,3460.59,0,Sindh,auto,0.17938661699223252,0
sdv-id-NqjDeK,10968.35,11195.38,0,Punjab,auto,0.16400808530757216,0
sdv-id-KvJBus,19133.2,17854.79,0,GB,auto,0.1669600953946183,0
sdv-id-XEKcNt,28891.38,4956.35,0,Balochistan,auto,0.16277508079529962,0
sdv-id-RsqsbL,13270.81,14138.57,0,KPK,auto,0.1603193724680586,0
sdv-id-kTwSJx,15398.66,10083.16,0,Punjab,auto,0.1788402720063822,0
sdv-id-zvmmll,38668.66,2967.03,0,Balochistan,auto,0.11243284400390752,0
sdv-id-Yjvovd,18308.31,24358.21,0,Punjab,auto,0.12543092301990988,0
sdv-id-PMdnua,20531.83,4127.68,1,AJK,auto,0.1923036546376073,0
sdv-id-PmNhBL,17498.37,12942.8,1,AJK,auto,0.1755470643732152,0
sdv-id-xzTQgI,14793.65,5277.52,0,Sindh,auto,0.18789077074969918,0
sdv-id-WyUUaB,13411.8,2885.64,0,GB,auto,0.17819379783672,0
sdv-id-ewMvKr,13052.49,7295.53,0,Punjab,auto,0.1876931882684839,0
sdv-id-NtduEa,15409.36,4003.8,0,Sindh,auto,0.18760716524551047,0
sdv-id-MaEcSH,25530.95,7799.99,0,GB,auto,0.17263407951293697,0
sdv-id-nhkeJB,24994.17,5973.88,1,AJK,auto,0.17984910112360103,0
sdv-id-pmRbmS,18247.23,5041.99,0,GB,auto,0.19532727911619108,0
sdv-id-owuNab,11100.23,22883.89,0,Punjab,auto,0.10891684020293019,0
sdv-id-nmNxbU,31053.03,12066.67,0,KPK,auto,0.13293319038699353,0
sdv-id-GWxIxc,16785.64,13473.63,0,Balochistan,auto,0.1681190938142081,0
sdv-id-TwItHu,8221.41,8987.56,0,Punjab,auto,0.1289211111062012,0
sdv-id-PoXTKu,9983.24,6994.1,0,AJK,auto,0.1600446605557096,0
sdv-id-kBKlfz,33215.82,28842.43,0,GB,auto,0.029928884416237644,0
sdv-id-xjLLZE,24114.53,26566.28,0,AJK,auto,0.1027560414640667,0
sdv-id-FmOQfV,17116.97,14091.36,0,Punjab,auto,0.17364784575921943,0
sdv-id-DpYepa,15170.23,3259.5,0,GB,auto,0.18092525903679968,0
sdv-id-MhGjFX,13456.23,3157.96,1,GB,auto,0.1752404495315305,0
sdv-id-cUKXmj,18098.77,5394.32,0,Punjab,auto,0.19385207675992228,0
sdv-id-HbUwHn,59815.1,26171.77,1,AJK,auto,-0.0769934265918013,1
sdv-id-QKuZYm,19928.62,26360.0,1,Punjab,auto,0.11792013315543037,0
sdv-id-eJTRvY,6998.65,23536.53,0,AJK,auto,0.04311709544940989,0
sdv-id-qKcdbV,28286.62,2330.23,0,GB,auto,0.15272643967591526,0
sdv-id-KVyjeh,21182.66,25244.53,0,Sindh,auto,0.12491890555952895,0
sdv-id-mJNROj,12182.43,7718.99,1,AJK,auto,0.18200021670628624,0
sdv-id-FFtqfs,42851.68,28533.62,0,Balochistan,auto,-0.014810775550451183,1
sdv-id-ZijLqT,8802.72,8985.62,0,Sindh,auto,0.13532409049855204,0
sdv-id-UgPLpD,10229.47,6670.78,0,GB,auto,0.15748855274098816,0
sdv-id-cUZBMg,32932.83,9637.54,0,Balochistan,auto,0.1319732674478019,0
sdv-id-PHJLFC,15305.7,5909.94,0,KPK,auto,0.18713584633557057,0
sdv-id-tialuu,7856.73,13685.63,0,Sindh,auto,0.09386268851983393,0
sdv-id-RusiCO,37380.49,2898.81,0,Balochistan,auto,0.11445568682968066,0
sdv-id-cSvOfb,9761.41,14651.9,0,GB,auto,0.12302470850070829,0
sdv-id-xmEyyD,31078.65,17009.36,0,GB,auto,0.11888539015973693,0
sdv-id-iRPcaL,37758.44,3703.14,0,AJK,auto,0.1245587215037503,0
sdv-id-qJgqyI,37728.81,7942.45,0,AJK,auto,0.12295730694951607,0
sdv-id-lUXPdL,11934.64,16066.48,0,GB,auto,0.1541268922539017,0
sdv-id-WeqyrM,6808.13,7982.45,1,AJK,auto,0.11824085200907192,0
sdv-id-tpVkOq,10169.61,12152.99,0,Punjab,auto,0.1450685790910134,0
sdv-id-ZNsfbE,44512.98,4513.77,0,Balochistan,auto,0.092909497893227,0
sdv-id-wNzybR,38688.28,5330.99,1,Balochistan,auto,0.1258051389803671,0
sdv-id-wlIbdQ,17987.67,9363.97,0,AJK,auto,0.19369136976230567,0
sdv-id-gerXvF,21722.06,10559.52,0,KPK,auto,0.17797398755353222,0
sdv-id-ZJSOSp,19185.21,6059.88,0,KPK,auto,0.1958271298646445,0
sdv-id-AbKcXi,18677.88,11580.68,0,GB,auto,0.18152518322034422,0
sdv-id-JVMByZ,13736.35,18184.27,0,Punjab,auto,0.1546354950159925,0
sdv-id-CeOirS,33604.37,10550.19,0,AJK,auto,0.12236274697073218,0
sdv-id-UDTXIV,20535.58,9337.95,0,KPK,auto,0.18984707745000245,0
sdv-id-sniHeb,38192.74,5368.51,0,Sindh,auto,0.12568779745748043,0
sdv-id-iNnHWi,22098.2,2503.07,0,AJK,auto,0.17719925225792293,0
sdv-id-OnsDJl,21643.62,6175.87,0,Sindh,auto,0.1880484897947612,0
sdv-id-oEaSJz,32912.7,3359.71,0,AJK,auto,0.14755446049488702,0
sdv-id-RSVnhO,8913.54,14264.71,0,Punjab,auto,0.11726367844976598,0
sdv-id-Toxocy,57419.12,8513.96,0,Punjab,auto,0.008493083819315572,0
sdv-id-gnknme,10740.01,4093.94,0,Balochistan,auto,0.16527351134210977,0
sdv-id-vVoiGu,15545.89,5603.14,1,AJK,auto,0.18586239191143328,0
sdv-id-bxBlLt,20512.66,1656.5,1,GB,auto,0.164109617925547,0
sdv-id-AyBBIt,15872.09,21267.71,0,Sindh,auto,0.1482319374580443,0
sdv-id-KxJTfU,23166.33,20158.51,0,KPK,auto,0.1538572683299338,0
sdv-id-YNSCRi,11858.71,4441.09,0,KPK,auto,0.17673119339937854,0
sdv-id-JEbaLN,16711.86,16289.0,0,Punjab,auto,0.17432842249899183,0
sdv-id-sdPASc,41314.42,10637.12,0,Balochistan,auto,0.0911717966832693,0
sdv-id-gCdYsz,21190.59,2370.41,0,Balochistan,auto,0.17942481680443922,0
sdv-id-fcQMji,18286.45,12878.22,0,Balochistan,auto,0.1751069034491201,0
sdv-id-OueSOS,27638.27,4115.94,0,GB,auto,0.17012885563351715,0
sdv-id-nMYqTT,5210.2,31994.52,0,AJK,auto,-0.04182826266569062,1
sdv-id-uVevzI,17525.28,5563.23,0,KPK,auto,0.19393425317782753,0
sdv-id-LjfkSC,16196.96,9018.94,0,AJK,auto,0.17815900861976425,0
sdv-id-npRvnI,10618.15,4846.34,1,KPK,auto,0.16751493091017589,0
sdv-id-JrETXW,13158.93,16180.98,0,AJK,auto,0.16728757563090857,0
sdv-id-WCqOHU,10668.54,15150.46,0,AJK,auto,0.14765179233540954,0
sdv-id-oOqrPw,50021.97,3376.05,0,Punjab,auto,0.06152962030794251,0
sdv-id-ORjWMM,27629.8,40701.69,0,Sindh,auto,-0.025544185043076317,1
sdv-id-rGFrHz,76425.23,2908.68,0,Punjab,auto,-0.08334050708153484,1
sdv-id-aniRVC,7420.34,5859.68,0,AJK,auto,0.1231379861726587,0
sdv-id-PsMOVE,30766.65,2504.16,0,GB,auto,0.1496563212882817,0
sdv-id-zTrTUe,40255.84,23408.75,0,AJK,auto,0.051817914911610585,0
sdv-id-BtEkAN,16236.53,7753.96,0,GB,auto,0.18663395731101112,0
sdv-id-QhsxsM,66262.96,3069.36,1,Balochistan,auto,-0.03734199652678405,1
sdv-id-ylVRaT,13148.8,4171.73,0,AJK,auto,0.1881471267489177,0
sdv-id-bXsSDf,13550.44,11175.1,0,GB,auto,0.17959229757825879,0
sdv-id-aUotnr,36319.6,3726.29,0,Balochistan,auto,0.13445987754720629,0
sdv-id-BkrXKO,26140.5,9553.29,0,Balochistan,auto,0.15880819109670768,0
sdv-id-MNBZqs,42822.02,16029.58,0,Balochistan,auto,0.06845954174135438,0
sdv-id-IkaLBC,31039.49,4902.44,0,AJK,auto,0.15345989201877824,0
sdv-id-nhYMQw,31746.24,26509.62,0,Balochistan,auto,0.05257198676970154,0
sdv-id-QQfGYY,20945.27,19546.61,0,GB,auto,0.16118999558505703,0
sdv-id-ttaCox,7014.17,5956.15,1,KPK,auto,0.12235375034233675,0
sdv-id-nozcFI,40716.45,12558.11,0,KPK,auto,0.09373658062329349,0
sdv-id-DJtRtk,14586.29,6947.67,0,Sindh,auto,0.18876072328030852,0
sdv-id-NbLGpZ,18753.03,11390.61,0,AJK,auto,0.17944937450209053,0
sdv-id-vrovXp,24236.89,9415.51,0,Balochistan,auto,0.17618405374013102,0
sdv-id-uihJeV,9085.37,6668.93,0,Sindh,auto,0.14157588932243043,0
sdv-id-chMOPX,10387.27,10017.98,0,GB,auto,0.1550767037515257,0
sdv-id-PbpaAj,26010.75,4347.33,0,AJK,auto,0.17008831269108682,0
sdv-id-rKxRSo,48057.99,29591.33,0,GB,auto,-0.03836826782407676,1
sdv-id-rGGnXW,17759.08,1188.54,0,GB,auto,0.12513143953682776,0
sdv-id-npjkxN,37320.89,6304.36,0,Punjab,auto,0.12469785084644114,0
sdv-id-Ygitbq,42498.78,23295.64,0,KPK,auto,0.03203686535755079,0
sdv-id-IMVtVb,30517.65,16953.64,0,GB,auto,0.121799366612584,0
sdv-id-ytWXiK,26621.32,4138.85,0,GB,auto,0.16683492763217345,0
sdv-id-KZfXFu,27313.85,9501.2,0,Sindh,auto,0.15822833737980962,0
sdv-id-qrNmrB,24383.45,8545.55,1,GB,auto,0.17356792279553157,0
sdv-id-OSeQWk,20767.62,3667.19,0,AJK,auto,0.19563913592014293,0
sdv-id-LGKByT,44633.67,2315.01,0,AJK,auto,0.07465114246111348,0
sdv-id-NSaJKe,30689.34,24470.42,0,Punjab,auto,0.08909275768118075,0
sdv-id-rJnxpa,22582.85,7793.04,1,GB,auto,0.18541454485420045,0
sdv-id-BVcgZz,12576.74,11481.69,0,KPK,auto,0.17148160669677198,0
sdv-id-EvWMvg,12734.98,6558.3,0,Punjab,auto,0.17460356487605977,0
sdv-id-pCpQPa,16424.93,5462.49,1,GB,auto,0.18617006858374036,0
sdv-id-lFQnzH,20194.48,1667.43,0,GB,auto,0.1649343917911178,0
sdv-id-qQUYnL,27059.03,25496.81,0,GB,auto,0.09985842987545607,0
sdv-id-mJexMR,19622.69,12849.08,0,AJK,auto,0.17743018056851156,0
sdv-id-bjmOlv,29695.18,4771.93,1,AJK,auto,0.1558061650386371,0
sdv-id-hSTGtq,14306.63,2534.85,0,Punjab,auto,0.17150055726433433,0
sdv-id-yVWNIr,10050.6,11384.32,0,AJK,auto,0.14903438884302916,0
sdv-id-NAwies,15574.79,11921.46,1,GB,auto,0.17847080987536784,0
sdv-id-BAUkjD,30253.58,11607.14,0,KPK,auto,0.1341245035959322,0
sdv-id-jewZNj,45118.69,2554.43,0,AJK,auto,0.0807396500980474,0
sdv-id-mvNhiU,10568.3,4008.3,0,AJK,auto,0.16460774191991545,0
sdv-id-guXbzr,19518.34,15324.06,0,Punjab,auto,0.17149498246477218,0
sdv-id-WxwlIC,39369.4,13734.02,0,GB,auto,0.08598778966919418,0
sdv-id-AJmqtg,32689.71,3396.8,0,Sindh,auto,0.14631070497996024,0
sdv-id-DzIecn,15011.02,4780.02,0,GB,auto,0.18825416961195424,0
sdv-id-FlabRU,16549.7,5748.56,0,KPK,auto,0.1913847319016052,0
sdv-id-UdwDcG,26164.26,40380.26,0,AJK,auto,-0.017021617709595316,1
sdv-id-myOGxd,11742.01,35603.1,0,GB,auto,0.0034270419993189805,0
sdv-id-WOdTjt,13186.99,19349.73,0,GB,auto,0.14934793699187787,0
sdv-id-oECqUu,8719.91,15323.3,0,GB,auto,0.11613805301137192,0
sdv-id-OMUAAA,23521.11,4879.62,0,Balochistan,auto,0.18606653750283902,0
sdv-id-tqLWJJ,37164.5,19416.23,0,Punjab,auto,0.0868743547800993,0
sdv-id-JAWDSL,29768.52,7949.42,0,KPK,auto,0.1565128201254467,0
sdv-id-roQUuo,15054.81,1905.96,0,KPK,auto,0.1556363350522409,0
sdv-id-CCWlbQ,18647.23,15990.53,0,Balochistan,auto,0.17415424903874244,0
sdv-id-IpYruD,21340.29,7330.33,0,Balochistan,auto,0.19823937860352203,0
sdv-id-JDpWJO,49362.16,9811.76,0,Balochistan,auto,0.06069176680363764,0
sdv-id-tUzxrN,24715.44,3975.76,0,Punjab,auto,0.17854802744336995,0
sdv-id-iqQXWT,38317.6,2185.91,0,KPK,auto,0.10436423347403645,0
sdv-id-iUFWWO,19233.85,25759.78,0,AJK,auto,0.1275350739138617,0
sdv-id-RPksoR,18821.81,4262.14,0,AJK,auto,0.19608087924876605,0
sdv-id-PXBrLW,26589.86,8874.55,0,Balochistan,auto,0.1624157786762585,0
sdv-id-UEeqhf,17356.13,6173.52,0,GB,auto,0.19018429211101612,0
sdv-id-yHUIQD,14671.52,21222.04,0,Sindh,auto,0.1455849416598054,0
sdv-id-XrEEpx,7795.07,7309.48,0,GB,auto,0.12447187791351383,0
sdv-id-xnqsym,18347.83,12388.46,0,AJK,auto,0.17636247430726576,0
sdv-id-EzGQBm,12622.39,13238.5,0,Sindh,auto,0.15863620725475586,0
sdv-id-zXKmbN,12849.31,20144.21,1,GB,auto,0.14037048956378556,0
sdv-id-HqKqXB,19103.49,9159.3,0,GB,auto,0.18937530721886198,0
sdv-id-PlXzPs,52804.74,11793.16,0,Punjab,auto,0.024006453660976645,0
sdv-id-cOXTSx,15129.14,18066.96,0,Punjab,auto,0.1586339999274496,0
sdv-id-HHzIPG,21361.97,11956.12,0,KPK,auto,0.17839619588340327,0
sdv-id-WluSPz,11662.18,21772.29,0,AJK,auto,0.11736008461210651,0
sdv-id-hyetrT,19282.36,7964.48,0,Balochistan,auto,0.19920640654482696,0
sdv-id-pVpsvi,10415.66,12673.53,0,GB,auto,0.14955150736527062,0
sdv-id-aBgNcA,17099.0,14561.16,0,KPK,auto,0.17235948479864255,0
sdv-id-bijDug,10990.18,7945.74,0,KPK,auto,0.1717433800962198,0
sdv-id-IedupS,31197.12,55308.85,0,GB,auto,-0.09569143312115269,1
sdv-id-TvrRsq,18662.86,10559.17,0,Punjab,auto,0.18233122312436406,0
sdv-id-cHSxMe,28254.66,6468.61,0,Punjab,auto,0.16492675316220562,0
sdv-id-zWNrUm,16099.77,10513.18,0,Balochistan,auto,0.1719585961659133,0
sdv-id-QhgXmY,42849.68,7918.11,0,GB,auto,0.1012424691166317,0
sdv-id-ZYJchx,19517.1,17527.96,0,AJK,auto,0.1706279240388363,0
sdv-id-NzbFml,35778.46,31440.8,0,KPK,auto,-0.007673337388823476,1
sdv-id-wcvJdD,25117.97,15115.04,0,Balochistan,auto,0.15098074342142642,0
sdv-id-VORfth,19832.44,5714.1,0,KPK,auto,0.19697508645286366,0
sdv-id-VZBJAY,21276.63,1694.75,0,GB,auto,0.16333192675658847,0
sdv-id-ggRjso,22192.29,7703.85,0,AJK,auto,0.18627586244877636,0
sdv-id-atSqbe,9767.43,3492.56,0,KPK,auto,0.14473902902275038,0
sdv-id-dDPYfN,9716.87,18159.13,0,AJK,auto,0.11293394429027404,0
sdv-id-scdgAf,18410.34,10817.75,1,AJK,auto,0.17805071909883252,0
sdv-id-FQyOcr,26189.23,20913.08,0,Punjab,auto,0.1266494682656502,0
sdv-id-zmtHoc,31734.22,3487.21,1,GB,auto,0.1490351469834454,0
sdv-id-zYDUVF,15714.18,20682.83,0,GB,auto,0.14824116218515754,0
sdv-id-hhXTUw,17987.23,1273.97,0,GB,auto,0.1288174821687057,0
sdv-id-mCBurZ,12856.2,6680.91,0,AJK,auto,0.17742073696334743,0
sdv-id-ZprOYj,46774.22,16885.78,0,KPK,auto,0.059584155729242916,0
sdv-id-VSNlcQ,19715.62,10160.21,0,GB,auto,0.18690371540610595,0
sdv-id-Gvktfl,13398.99,8220.31,0,AJK,auto,0.1857222794897599,0
sdv-id-ntoPSv,21514.62,15557.84,0,Balochistan,auto,0.169701833917556,0
sdv-id-zADkCo,12940.19,51931.82,0,GB,auto,-0.07421941791970488,1
sdv-id-TDncyo,18851.63,6371.98,0,Sindh,auto,0.19690689941611828,0
sdv-id-KQOPcG,14016.22,13145.74,0,GB,auto,0.16670751165705816,0
sdv-id-TArwBc,11699.49,5975.67,0,Punjab,auto,0.16652947520943173,0
sdv-id-BKHmno,17021.49,5022.84,1,GB,auto,0.186984570768911,0
sdv-id-HPpbgU,17331.7,8981.81,1,Sindh,auto,0.19024486854424033,0
sdv-id-qIWLOW,18016.25,8342.51,0,Punjab,auto,0.1955223519716745,0
sdv-id-wJZOAQ,18360.01,6586.89,0,Balochistan,auto,0.19174622134927582,0
sdv-id-NcoPBi,15180.48,4230.36,0,GB,auto,0.190190609025573,0
sdv-id-KOwZmi,26748.06,2257.68,0,AJK,auto,0.1564685938872694,0
sdv-id-BnLNgO,28022.67,13137.19,0,Sindh,auto,0.12971900876405723,0
sdv-id-PlyKNO,44424.94,8291.28,0,Sindh,auto,0.09844668473636808,0
sdv-id-lCiTlf,19763.9,12270.47,0,AJK,auto,0.17920022223989335,0
sdv-id-jQSGgE,28270.53,27818.06,0,Sindh,auto,0.07321186026339566,0
sdv-id-ZCaAPw,10743.83,39199.11,1,AJK,auto,-0.03340856359459665,1
sdv-id-IlFSsY,13563.77,7849.08,0,AJK,auto,0.1906576729277738,0
sdv-id-tMcflu,36843.03,3030.16,0,AJK,auto,0.11802034486701973,0
sdv-id-pNjtQY,9617.34,3875.35,1,Sindh,auto,0.15110385850382135,0
sdv-id-kHoeVX,7356.66,3715.78,0,AJK,auto,0.1287718002951982,0
sdv-id-ZXcZBO,10676.03,5342.75,0,Punjab,auto,0.16513931078415267,0
sdv-id-BjeXKK,31738.16,2301.19,0,Sindh,auto,0.13269101542148054,0
sdv-id-OxKwEB,39312.44,30152.1,0,GB,auto,-0.013824826493553322,1
sdv-id-FWuFjy,14945.18,9681.77,0,AJK,auto,0.1765264265985378,0
sdv-id-rHAbXl,27839.12,7772.22,0,KPK,auto,0.16129870196217166,0
sdv-id-mNBtXU,13294.33,4200.36,1,GB,auto,0.19042547506141128,0
sdv-id-jXLlnh,27018.25,5153.45,0,Balochistan,auto,0.1758109076752563,0
sdv-id-ICvOYD,31377.66,15371.68,1,Balochistan,auto,0.11517143939789098,0
sdv-id-kyyyxf,20609.36,33621.13,0,Balochistan,auto,0.05906178593203004,0
sdv-id-Kmmcoj,36158.16,4513.71,0,GB,auto,0.12638477331632536,0
sdv-id-CmjRoA,20717.93,13065.14,0,GB,auto,0.16872137318970448,0
sdv-id-vrNEId,12793.12,31797.13,0,Punjab,auto,0.044241016624808616,0
sdv-id-ayoANv,35592.33,2550.31,0,Balochistan,auto,0.12503440290534634,0
sdv-id-EORSDc,32096.61,10420.61,0,GB,auto,0.1313066164342545,0
sdv-id-GDkfKU,5724.93,8572.98,0,KPK,auto,0.09104586618621924,0
sdv-id-PGigij,41263.85,9837.94,0,AJK,auto,0.09977627522980187,0
sdv-id-QbWvDH,20538.47,4025.14,0,AJK,auto,0.19566730008821448,0
sdv-id-uZWdKw,40997.16,4738.69,0,GB,auto,0.10223542400936769,0
sdv-id-YvyMdY,25977.69,9139.62,0,GB,auto,0.1597425603081707,0
sdv-id-UfUiLo,17433.09,4157.15,0,AJK,auto,0.19160783111728558,0
sdv-id-cLxdlc,14167.03,8400.94,1,GB,auto,0.1851880347966317,0
sdv-id-pYjSrs,8338.91,32063.4,0,GB,auto,-0.01710327399792444,1
sdv-id-sgcpbL,22026.23,3612.78,0,Balochistan,auto,0.18933630585110667,0
sdv-id-pYDmdY,12333.53,16399.3,0,AJK,auto,0.15762307004576154,0
sdv-id-MSASwP,15579.17,5388.2,0,KPK,auto,0.18737484912338614,0
sdv-id-DdMosW,28982.38,4183.19,0,KPK,auto,0.16036566842332917,0
sdv-id-eIUnlL,27849.47,5391.39,0,GB,auto,0.17183810933701366,0
sdv-id-HkgWuA,10567.11,7292.17,0,Sindh,auto,0.1664711385456713,0
sdv-id-PeeiJl,30669.53,5915.24,0,Punjab,auto,0.15770281359184207,0
sdv-id-dcPszw,17093.14,14930.85,0,GB,auto,0.1729747001018,0
sdv-id-KQPkiu,14149.15,65982.32,1,Balochistan,auto,-0.11541722452300673,1
sdv-id-LlJGUz,23179.6,15574.08,0,AJK,auto,0.16493067094427138,0
sdv-id-cxIZDx,30252.92,30206.58,0,Punjab,auto,0.03996425463525388,0
sdv-id-wRMogh,24566.08,16439.63,0,AJK,auto,0.1579267198755076,0
sdv-id-paebFQ,7961.73,2594.47,0,Sindh,auto,0.11388527438613211,0
sdv-id-cgaSkw,35236.57,2897.85,0,KPK,auto,0.12868901708587488,0
sdv-id-rINgnA,25552.24,2540.17,0,KPK,auto,0.1644852039645699,0
sdv-id-cGKMkP,20362.74,23365.6,0,GB,auto,0.1336979411790773,0
sdv-id-beKcAw,21789.76,11332.45,0,GB,auto,0.17613745682899895,0
sdv-id-UOQZsg,14422.17,17881.58,1,GB,auto,0.16511512147970114,0
sdv-id-jGnNsX,15149.35,1481.34,0,GB,auto,0.13988139589641868,0
sdv-id-dQWVVE,12353.04,39142.51,0,AJK,auto,-0.02204099613298549,1
sdv-id-QsNtqE,17346.31,4110.61,0,KPK,auto,0.19415789615020934,0
sdv-id-TqGGxC,12702.94,25483.18,0,Punjab,auto,0.09346641869072414,0
sdv-id-OdkPns,32225.39,4477.61,0,GB,auto,0.14057909047680328,0
sdv-id-JiAJHU,17811.58,3245.58,0,GB,auto,0.1870514654982291,0
sdv-id-lkfwDD,15532.25,7044.29,0,AJK,auto,0.19193855484631245,0
sdv-id-TlrJXv,8917.88,10666.46,0,Sindh,auto,0.12800035950656885,0
sdv-id-pxSwPh,19458.36,22357.61,0,GB,auto,0.15000142137331363,0
sdv-id-DDuhlT,27740.22,11146.58,1,GB,auto,0.14628753284340446,0
sdv-id-NCnBLW,21956.63,6650.06,0,Balochistan,auto,0.18985648758581924,0
sdv-id-GCPzcN,12013.24,4551.53,0,KPK,auto,0.17721268854537803,0
sdv-id-JsaQwI,24277.36,2564.04,0,Punjab,auto,0.17429347265221534,0
sdv-id-LrycSB,29829.34,3170.99,0,Balochistan,auto,0.15269626968155553,0
sdv-id-gAWlxw,15120.65,11949.26,0,AJK,auto,0.17774848187659914,0
sdv-id-wxEmwS,18300.28,4221.26,0,Punjab,auto,0.19256763813096073,0
sdv-id-tqqINg,9994.57,18045.61,0,Sindh,auto,0.11821895523454817,0
sdv-id-eVYREH,21286.58,2750.5,1,GB,auto,0.18243806921420214,0
sdv-id-qkcreb,47539.29,22344.3,0,GB,auto,0.025283288949246807,0
sdv-id-jwrLbm,34795.4,3018.28,1,Balochistan,auto,0.1357757924169804,0
sdv-id-JqhBYc,10243.66,12289.79,0,GB,auto,0.14691730837236555,0
sdv-id-WKjCsg,22992.91,3996.24,0,Punjab,auto,0.18281068583480314,0
sdv-id-DORHmC,12427.2,4119.1,0,GB,auto,0.17923792795426496,0
sdv-id-uOEaxo,55163.9,15009.52,0,Sindh,auto,0.003406084922921271,0
sdv-id-mcLGRT,24616.92,24213.21,0,Sindh,auto,0.11821434605832115,0
sdv-id-tLjYLe,28681.57,29969.0,0,Balochistan,auto,0.05830582529962658,0
sdv-id-FdNlZz,18167.39,23094.89,0,GB,auto,0.13858075408744785,0
sdv-id-XQIQGS,11457.31,2686.2,0,Punjab,auto,0.15177439298730894,0
sdv-id-tevhqR,12789.23,4033.33,0,GB,auto,0.17929045589815512,0
sdv-id-YmXedV,9759.88,2349.66,1,Punjab,auto,0.12300053014395151,0
sdv-id-AlDIAs,18246.15,23104.24,0,AJK,auto,0.13797136144658018,0
sdv-id-VwQGVU,14410.57,19515.51,0,Punjab,auto,0.15561162805523154,0
sdv-id-VrMiNZ,26329.03,4843.19,0,KPK,auto,0.1726328698533155,0
